ID,Canonical_Smiles,Inhibition
TRAIN_14869,Cc1[nH]c2ccccc2c1C(=O)/C=C/c1ccccc1,56.8696
TRAIN_14870,CCCCc1ccc(-c2csc(/C(C#N)=C/c3ccc(C)o3)n2)cc1,36.9496
TRAIN_14871,Nc1ccc(Oc2ccc3nc(-c4ccccc4)c(-c4ccc([N+](=O)[O-])cc4)nc3c2)cc1,75.3207
TRAIN_14872,CC(C)(C)C(=O)NC(Nc1cccc2cccnc12)C(Cl)(Cl)Cl,72.7951
TRAIN_14873,Cc1ccc2nc(-c3ccccc3)cc(C(=O)NCCCn3ccnc3)c2c1,87.5291
TRAIN_14874,O=C(CNC(=O)c1cccs1)NCC(=O)OCc1ccc(Cl)cc1,22.6101
TRAIN_14875,CC(C)(C)NC(=O)Cn1cnc([N+](=O)[O-])n1,1.3603
TRAIN_14876,O=C(CSc1ccc(Cl)cc1)Nc1cccc(NC(=O)c2ccco2)c1,17.4893
TRAIN_14877,Cc1nn(CC(=O)NCc2ccccc2)c(C)c1[N+](=O)[O-],8.1051
TRAIN_14878,CCOC(=O)c1ccc(NC(=O)C2(c3ccccc3)CCCC2)cc1,53.2681
TRAIN_14879,COc1ccc(COC(=O)N/N=C(\C)CC(=O)Nc2c(C)cc(C)cc2C)cc1,89.7188
TRAIN_14880,O=C(NCC1CCCO1)/C(=C\c1ccco1)NC(=O)c1ccccc1,2.5903
TRAIN_14881,COC(=O)c1ccc(NC(=S)NC2CCCCC2)cc1,0.9744
TRAIN_14882,Cc1cc(C)c[n+](CC(=O)c2cc3ccccc3oc2=O)c1.[Br-],2.3597
TRAIN_14883,COc1ccc2nc(Sc3c([N+](=O)[O-])nc(C)n3Cc3ccccc3)[nH]c2c1,57.0196
TRAIN_14884,O=C(NCCc1ccccc1)C(=O)NN=C1CCCC1,8.4902
TRAIN_14885,Cc1ccc(C(=O)NCCNc2ccc(Cl)cc2[N+](=O)[O-])o1,68.3881
TRAIN_14886,C[N+]1(CCOc2ccc([N+](=O)[O-])cc2)CCOCC1.[I-],1.7273
TRAIN_14887,CC[n+]1c(/C=C/C=C/N(C(C)=O)c2ccccc2)sc2ccccc21.[I-],36.1252
TRAIN_14888,N#Cc1c(NC(=O)C2CC(c3ccccc3Cl)=NO2)sc2c1CCC2,69.9602
TRAIN_14889,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1cccc(N)c1,84.6967
TRAIN_14890,Cc1cccc(NC(=O)CSc2ncnc3nc[nH]c23)c1C,8.2047
TRAIN_14891,Cc1ccc(N2CC(C(=O)Nc3cc(C)on3)CC2=O)cc1,5.7993
TRAIN_14892,Cc1cc(C)cc(-n2nnnc2SCC(=O)Nc2nc(-c3ccc(F)cc3)cs2)c1,83.2427
TRAIN_14893,CC(C)(C)c1nc2ccccc2c2nnc(SCC(=O)Nc3nc4ccccc4s3)n12,67.3003
TRAIN_14894,CC(=O)Nc1ccc(OCC(O)Cn2c3ccccc3c3ccccc32)c(C)c1,73.5727
TRAIN_14895,CCOc1ccc(NC(=O)C(=O)NCC2CCCN2CC)cc1,1.6736
TRAIN_14896,CCOc1ccc(N2C(=O)C3C4C=CC(CC4)C3C2=O)c([N+](=O)[O-])c1,10.6513
TRAIN_14897,O=C(N/N=C/c1ccccn1)c1ccco1,5.3808
TRAIN_14898,Cc1[nH]c2ccccc2c1/C=C(\C#N)C(=O)NC(C)c1ccccc1,65.9522
TRAIN_14899,COc1ccc(-n2nc3cc(C)c(NC(=S)NC(=O)c4ccccc4C)cc3n2)cc1,17.284
TRAIN_14900,Cc1[nH]n(-c2ccccc2)c(=S)c1C=Nc1cccc([N+](=O)[O-])c1,31.9853
TRAIN_14901,CNc1cnn(-c2ccccc2)c(=O)c1Cl,6.4597
TRAIN_14902,COc1ccc(-c2csc(NC(=O)CCn3cnc4ccccc4c3=O)n2)cc1OC,39.056
TRAIN_14903,O=C(NC(NC(=S)Nc1ccccc1)C(Cl)(Cl)Cl)c1cccc(Cl)c1,80.8803
TRAIN_14904,Cc1ccc(N(C(=O)c2csnn2)C(C(=O)NC(C)(C)C)c2cccs2)cc1,73.5358
TRAIN_14905,CC1(C)CC(=O)C(C=NCCN2CCN(C(=S)Nc3ccc(F)cc3)CC2)=C(O)C1,16.5736
TRAIN_14906,CC(C)N1CCC(=NNC(=O)c2ccc(Br)o2)CC1,25.7276
TRAIN_14907,CCc1ccc(Nc2ncccc2C#N)cc1,0.9778
TRAIN_14908,CCCC(=O)Nc1ccc2nc(SCC(=O)Nc3ccc(N4CCOCC4)c(Cl)c3)sc2c1,96.3766
TRAIN_14909,Nc1ccccc1C(=O)OCC(=O)Nc1ccc(Br)cc1F,32.7118
TRAIN_14910,Cc1ccccc1NC(=O)C(C)c1cccc(C(=O)c2ccccc2)c1,67.3735
TRAIN_14911,CCOc1cc(/C=C2\N=C(C)OC2=O)cc(Br)c1OCC(=O)OC,34.7588
TRAIN_14912,Cc1ccc(N2C(=O)/C(=C/N3CCN(C(=O)c4ccco4)CC3)C(=O)NC2=S)cc1C,4.8005
TRAIN_14913,Fc1ccc(-c2csc(N3CCC(c4ccccc4)C3)n2)cc1,7.4901
TRAIN_14914,COc1cc(-c2nnc(SCC3(c4ccc(Br)cc4)OCCO3)o2)cc(OC)c1OC,37.9488
TRAIN_14915,CCc1cc(C(c2ccccc2OC)N2CCOCC2)c(NC(=O)c2ccccc2)s1,79.4458
TRAIN_14916,Clc1ccc2[nH]cc(-c3nnnn3-c3ccccc3)c2c1,52.6035
TRAIN_14917,FC(F)(F)c1nc(-c2ccncc2)ncc1-c1nnnn1-c1ccccc1,47.6584
TRAIN_14918,Fc1ccc(-c2[nH]ncc2-c2nnnn2-c2ccccc2)c(F)c1,30.8214
TRAIN_14919,Cc1ccccc1OCCNC(=S)Nc1ccccc1,40.3425
TRAIN_14920,COc1cc(C(=O)NCc2cccc3ccccc23)cc(Cl)c1OC,57.388
TRAIN_14921,Clc1ccc2ncc(-c3nnnn3-c3ccccc3)c(-c3ccccc3)c2c1,19.2383
TRAIN_14922,FC(F)(F)c1nc(-c2cccnc2)ncc1-c1nnnn1-c1ccccc1,34.9862
TRAIN_14923,Cc1sc(NC(=O)C2CCCCC2)c(C#N)c1-c1ccccc1,35.4058
TRAIN_14924,Cc1cccc(C)c1NC(=O)CSc1nc(C)c(CC(=O)c2ccc(Br)cc2)c(C)c1C#N,50.8248
TRAIN_14925,Cc1cccc(C)c1NC(=O)C(c1ccccc1)N1CCC1=O,6.5809
TRAIN_14926,COC(=O)c1ccccc1N/C=C1\CCc2c(c(C)nn2-c2ccccn2)C1=O,23.92
TRAIN_14927,CCOC(=O)c1cn(-c2nc(-c3ccc(Cl)cc3)cs2)c2c(F)c(N3CC(C)OC(C)C3)c(F)cc2c1=O,2.201
TRAIN_14928,COc1ccc2sc3ccccc3c(=O)c2c1OC,29.316
TRAIN_14929,CC(=O)Nc1cc(C(F)(F)F)ccc1Oc1cccc(Br)c1,25.9135
TRAIN_14930,CCc1cc(C(c2ccc(F)cc2)N2CCOCC2)c(NC(=O)c2ccccc2)s1,47.1416
TRAIN_14931,COc1ccc(/C=C2/S/C(=N/N=C3\CC4CCC3(C)C4(C)C)NC2=O)cc1,18.2858
TRAIN_14932,CCOc1cc(/C=N/NC(=O)c2cccc([N+](=O)[O-])c2)ccc1OS(=O)(=O)c1ccccc1,46.7045
TRAIN_14933,COc1ccc(/C=N/NC(=O)Cc2csc(Nc3cccc(C(F)(F)F)c3)n2)cc1C,40.6471
TRAIN_14934,O=C(NC(N1CCCC1)C(Cl)(Cl)Cl)c1ccccc1,15.2665
TRAIN_14935,COc1cc(/C=N/NC(=O)c2cccnc2)ccc1OC(=O)c1ccc2c(c1)OCO2,100.0
TRAIN_14936,C=CCNC(=O)c1ccc2nc(-c3ccccc3)c(-c3ccccc3)nc2c1,72.3647
TRAIN_14937,CCCCNC(=S)NNC(=O)CCn1nc(C)c(Br)c1C,75.2653
TRAIN_14938,C=CCn1cc(/C=N\NC(=O)c2cc3c(ccc4ccccc43)o2)c2ccccc21,34.6493
TRAIN_14939,CCOc1cc(CNc2ccc(OC)cc2)cc(Br)c1OCC(=O)NC(C)(C)C,41.4462
TRAIN_14940,CCOC(=O)C1=C(C)N(C)C(=S)NC1c1ccccc1Cl,13.1925
TRAIN_14941,COC(=O)c1nn(C23CC4CC(CC(C4)C2)C3)c2c1C(=O)N(c1ccc(F)cc1)C2=O,22.3368
TRAIN_14942,Cc1ccccc1C(=O)N/N=C/c1ccncc1,56.6504
TRAIN_14943,CC1(C)CC(O)CC(C)(C)N1CC(O)COCCOc1ccc(Br)cc1,4.5655
TRAIN_14944,Cc1cccc(NC(=O)CCSc2nc(C)cc(C)n2)c1,18.3135
TRAIN_14945,Cc1ccc(-n2c(C)nnc2SCC(=O)N2CCc3ccccc3C2)cc1C,51.4258
TRAIN_14946,Cc1cnn(CCC(=O)NNC(=S)Nc2cccc(Cl)c2)c1,46.7142
TRAIN_14947,Cc1cnn(CCC(=O)NNC(=S)Nc2ccc(F)cc2)c1,3.9233
TRAIN_14948,CC1(C)SC(=S)N(NC(=O)Nc2ccccc2)C1N(O)C(=O)Nc1ccccc1,86.7672
TRAIN_14949,COc1ccccc1OCCN1C(=O)S/C(=C\c2ccco2)C1=O,44.9085
TRAIN_14950,CCSc1nc2ccccc2n1C(=O)/C=C\c1ccc(OC)c(OC)c1,28.9705
TRAIN_14951,CCn1c(CNC(=O)COc2ccc(C(C)C)cc2)nnc1SCC(=O)Nc1cc(F)ccc1C,62.1572
TRAIN_14952,O=C(Nc1ccc2nc(SCc3ccc(Cl)cc3)sc2c1)c1ccccc1C(=O)N1CCOCC1,61.576
TRAIN_14953,Cc1ccc(-c2cc(C(=O)NN=C3CCCC3)c3ccccc3n2)cc1,67.0649
TRAIN_14954,CCCCCCCCSc1nnc(CSc2nc3nc(C)cc(C)n3n2)o1,7.5226
TRAIN_14955,O=C1Oc2ccccc2C2(O)C3CCCCCC3C12,27.4094
TRAIN_14956,COC(=O)c1ccc(NC(C)=O)o1,22.1446
TRAIN_14957,CC(=O)Nc1c(C)nn(-c2ccc(C)c(C)c2)c1C,3.8942
TRAIN_14958,Clc1ccc(-c2nnc(-c3ccccc3)c(N3CCSCC3)n2)cc1,4.0827
TRAIN_14959,CCSc1cc(N2CCCC2)nc(-c2ccc(F)cc2)n1,1.1562
TRAIN_14960,CC(C)Sc1cc(N2CCOCC2)nc(-c2ccc(Cl)cc2)n1,0.2454
TRAIN_14961,Cc1cccc(NC(=O)c2cccc(N3C(=O)C4C5CCC(C5)C4C3=O)c2)c1C,32.0141
TRAIN_14962,Nc1cccnc1Sc1ccc(Cl)cc1,32.571
TRAIN_14963,Cc1cccc(Sc2c([N+](=O)[O-])ncn2C)n1,4.0468
TRAIN_14964,COc1ccc(C(=O)c2cnc3ccccc3c2-c2ccccc2)cc1,31.3316
TRAIN_14965,N#CCSc1ncnc2c1cnn2CCO,6.1315
TRAIN_14966,Cc1cccc(OCCSCc2nc3ccccc3[nH]2)c1,64.5676
TRAIN_14967,CCn1ncc(/C=C/C(=O)NCc2cn(C)nc2C)c1C,1.4841
TRAIN_14968,COc1ccccc1/C=N/NC(=O)CC(=O)Nc1ccc(Cl)c(Cl)c1,60.4877
TRAIN_14969,O=C(N/N=C\c1ccc(Sc2ccccn2)o1)c1cccc(Br)c1,6.6425
TRAIN_14970,COc1ccc(/C=C2\OC(=O)c3c(OC)cccc32)cc1OC,37.0543
TRAIN_14971,COCC(=O)N/N=C/c1ccc(Sc2nc3ccccc3s2)o1,9.9259
TRAIN_14972,CCc1ccc(OCC(=O)NC(=S)Nc2ccc(C)cc2C)c(Br)c1,2.9963
TRAIN_14973,Cc1ccc(C)c(C(=O)COC(=O)c2ccccc2N2C(=O)C3C4CCC(C4)C3C2=O)c1,81.1121
TRAIN_14974,CCc1ccc(C(=O)COC(=O)C(Cc2ccccc2)NC(=O)C2CCC(C)CC2)cc1,55.6997
TRAIN_14975,Brc1ccc(-c2nnc(-c3ccccc3)c(N3CCSCC3)n2)cc1,3.7174
TRAIN_14976,CCn1cc(-c2nnnn2-c2ccc(Cl)cc2)c(=O)c2ccccc21,44.5666
TRAIN_14977,CCn1c2ccccc2c2cc(N=C3SC(CC(=O)Nc4ccccc4OC)C(=O)N3C)ccc21,57.7007
TRAIN_14978,Cc1ccc(SCCCn2cnc3ccccc3c2=O)cc1,44.2546
TRAIN_14979,COc1cc(-c2nnc(SCC3(c4ccccc4)OCCO3)o2)cc(OC)c1OC,68.6866
TRAIN_14980,Cc1cc(OC(=O)c2ccccc2Br)cc(=O)n1C,13.2224
TRAIN_14981,COc1ccc(OC)c(C2C(C(=O)Nc3nc4ccccc4s3)=C(C)NC3=C2C(=O)CCC3)c1,83.4066
TRAIN_14982,Cc1cc(OC(=O)c2ccc(Cl)cc2)cc(=O)n1C,2.1125
TRAIN_14983,Fc1ccc(NCc2ccccc2F)cc1Cl,5.5482
TRAIN_14984,COC(=O)COc1ccc(Cl)cc1C1Nc2ccccc2C(=O)N1c1ccc(OC)cc1,79.9615
TRAIN_14985,O=C(/C=C1\NCC2c3ccccc3CCN2C1=O)c1ccccc1,38.4575
TRAIN_14986,Cc1cc(C)cc(OCC(=O)Nc2ccc3c4c(cccc24)CC3)c1,26.3148
TRAIN_14987,COc1ccc(C2NC(=O)c3sc4nc(C)c(C(C)=O)c(-c5ccc(Cl)cc5)c4c3N2)cc1,78.4441
TRAIN_14988,CCc1nc2c(c(SC)nn2-c2ccccc2)c(N)c1C(=O)OC,21.8693
TRAIN_14989,CCCc1cc2c(cc1NC(=O)c1ccccc1C)OCO2,87.2615
TRAIN_14990,CCOc1cc(CNCc2cccs2)cc(Br)c1OC.Cl,77.6804
TRAIN_14991,CC(NC(=O)c1ccc(Cn2cc([N+](=O)[O-])cn2)o1)c1ccccc1,23.2036
TRAIN_14992,Cc1cccc(OCC(=O)NC(=S)N2CCCc3ccccc32)c1,34.3477
TRAIN_14993,CCC(=O)Nc1ccccc1C(=O)OCC(=O)c1cccc2ccccc12,40.405
TRAIN_14994,COC(=O)c1cc(OC)c(OC)cc1NC(=O)CSc1ccccc1,15.3616
TRAIN_14995,Cc1ncsc1C(=O)N1N=C2/C(=C/c3ccccc3)CCCC2C1c1ccccc1,54.4144
TRAIN_14996,CCc1c(O)cc(-c2cccnc2)n(-c2ccccc2)c1=O,4.5708
TRAIN_14997,CCCCCNCc1cccc(Br)c1.Cl,9.111
TRAIN_14998,CCCCCCNCc1cccc(Br)c1.Cl,7.571
TRAIN_14999,CCCc1cc2c(cc1NC(=O)c1ccccc1Cl)OCO2,93.7953
TRAIN_15000,Cc1ccc(C(=O)Oc2cc(C)n(C)c(=O)c2)cc1,2.5604
TRAIN_15001,CCc1c(O)cc(-c2cccnc2)n(-c2ccc(Cl)cc2)c1=O,13.7379
TRAIN_15002,CC(C)Cn1c(C(C)C)nc([N+](=O)[O-])c1S(=O)(=O)c1ccc(F)cc1,82.4583
TRAIN_15003,COc1cc(C2C(C(=O)OCCC#N)=C(C)NC3=C2S(=O)(=O)c2ccccc23)cc(OC)c1OC,67.112
TRAIN_15004,COC(=O)C1=C(C)N=C2SC(C#N)=C(N)N2C1c1ccc(OC)cc1,19.3049
TRAIN_15005,COc1ccc(-c2c(C(C)=O)c(C)nc3sc4c(c23)NC(c2ccccc2)NC4=O)cc1,69.691
TRAIN_15006,CCCSc1cc(N2CCCC2)nc(-c2ccccc2)n1,16.0465
TRAIN_15007,O=c1c2ccccc2nc(SCc2ccccc2Cl)n1Cc1ccccc1,17.4555
TRAIN_15008,CCOc1cc(CNCCO)cc(Br)c1OCc1ccccc1Cl.Cl,77.0726
TRAIN_15009,CCN1CCN(C(c2ccccn2)c2c(NC(=O)c3ccccc3)sc(C)c2C)CC1,50.5465
TRAIN_15010,CC(=O)c1cc2c(cc1N/C=C\c1nnnn1-c1ccc(Br)cc1)OCO2,78.1478
TRAIN_15011,CCCCN=C1N/C(=C\c2ccco2)C(=O)N1c1ccccc1,2.8552
TRAIN_15012,Cc1ccsc1-c1nc(-c2ccccc2)c(-c2ccccc2)[nH]1,48.6428
TRAIN_15013,Cc1ccc(OCCNC(=O)c2cc(-n3cnnc3)ccc2Cl)cc1C,48.5148
TRAIN_15014,Cc1c(C#N)c(=O)oc2ccc3ccccc3c12,61.1975
TRAIN_15015,CCOc1c(Cl)cc(C(=O)Nc2ccccc2-c2ccccc2)cc1Cl,26.3891
TRAIN_15016,Cc1sc(N/N=C/C=C/c2ccccc2)nc1-c1ccccc1,9.3261
TRAIN_15017,Cl.Clc1ccc(/C=N/Nc2nc3c(s2)CCCC3)c(Cl)c1,8.5729
TRAIN_15018,CCn1c2ccccc2c2cc(N=C3SC(CC(=O)Nc4ccccc4)C(=O)N3C)ccc21,49.7605
TRAIN_15019,O=C(NNC(=S)Nc1ccccc1)C1CC1,7.4223
TRAIN_15020,O=c1c2ccccc2nc2n1CC/C2=C\c1ccccc1[N+](=O)[O-],27.8411
TRAIN_15021,CCCCCC1CC1C(=O)N/N=C/c1ccc(N(C)C)cc1,73.9249
TRAIN_15022,Cc1ccc(/C=C/c2nnc(-c3ccc(C)cc3)o2)cc1,19.386
TRAIN_15023,Cl.Fc1ccc(CCNCc2cccc(Cl)c2)cc1,12.7934
TRAIN_15024,O=C(CSC1CC(=O)N(CC(c2ccccc2)c2ccccc2)C1=O)Nc1ccc(Cl)cc1,60.3969
TRAIN_15025,CCCCc1c(O)cc(-c2cccnc2)n(-c2ccc(Cl)cc2)c1=O,65.5002
TRAIN_15026,Cn1c(N/N=C/c2c[nH]c3ccccc23)nc2ccccc21,2.2255
TRAIN_15027,Clc1ccc(-c2nnc(-c3ccc(Br)cc3)c(N3CCSCC3)n2)cc1,0.8726
TRAIN_15028,CCOc1c2ccc(C(=O)NCc3ccco3)cc2nn1CCOC,11.8529
TRAIN_15029,CCc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)Nc4cnn(Cc5ccccc5C)c4)cc3n2)s1,39.1613
TRAIN_15030,COc1ccc(NC2=NC(=S)N(c3ccc(C)cc3)C23CCCCC3)cc1,7.6862
TRAIN_15031,O=C(Nc1ncn[nH]1)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],21.1147
TRAIN_15032,NC(=O)[C@H](Cc1cc2ccccc2s1)NC(=O)[C@@H]1CC2(CC(c3cccc(NC(=O)[C@@H]4CCC(=O)N4)c3)=NO2)CN1C(=O)/C=C/c1c(F)cccc1Cl,96.6186
TRAIN_15033,CCCCCC(=O)N1CC2(CC(c3cccc(NC(=O)c4ccccc4)c3)=NO2)C[C@@H]1C(N)=O,26.2427
TRAIN_15034,Cc1cc([N+](=O)[O-])nn1CC(=O)NNC(=S)Nc1ccc(F)cc1,12.1823
TRAIN_15035,CCCOc1cccc(-c2cc(-c3n[nH]c(=S)n3CC)c3ccccc3n2)c1,57.5748
TRAIN_15036,Cc1ccc(C)c(NC(=S)NNC(=O)c2ccc(Br)o2)c1,33.9239
TRAIN_15037,CCOc1c2ccc(C(=O)N[C@H](C)C3CCCCC3)cc2nn1CC,11.9613
TRAIN_15038,CCCCn1nc2cc(C(=O)NCC3CC3)ccc2c1OCC,6.2186
TRAIN_15039,CCCCn1nc2cc(C(=O)NCc3ccc(OC(F)(F)F)cc3)ccc2c1OCC,8.2259
TRAIN_15040,CCCCn1nc2cc(C(=O)NCCCCc3ccccc3)ccc2c1OCC,41.5374
TRAIN_15041,Cc1ccc(SCc2nnc(NC(=O)c3ccccc3)s2)cc1,0.2328
TRAIN_15042,COc1cc(/C=N\Nc2ccc([N+](=O)[O-])cc2)ccc1OCC(=O)Nc1ccc(C)c(C)c1,76.0595
TRAIN_15043,Cc1cc([N+](=O)[O-])nn1CC(=O)NNC(=S)Nc1ccc([N+](=O)[O-])cc1,58.6969
TRAIN_15044,CCCn1nc2cc(C(=O)NC3CCCc4ccccc43)ccc2c1OCC,12.3088
TRAIN_15045,CCCn1nc2cc(C(=O)NCc3ccc(C)cc3)ccc2c1OC,49.6349
TRAIN_15046,CCOc1c2ccc(C(=O)NCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2nn1C,37.388
TRAIN_15047,O=C(COc1ccc2ccccc2c1Br)NNC(=O)Nc1ccccc1,42.0053
TRAIN_15048,COc1cc(/C=N/NC(=O)c2cccc([N+](=O)[O-])c2)ccc1OCc1ccc(C)cc1,95.7036
TRAIN_15049,O=C(Nc1nc2ccccc2n1Cc1ccccc1)c1ccc(COc2ccccc2[N+](=O)[O-])o1,63.8038
TRAIN_15050,CCOCC(=O)Nc1cc(C(=O)Nc2cccc(C)c2C)ccc1Cl,6.8446
TRAIN_15051,CC(=O)Nc1ccc(NC(=O)CC2Nc3cccc4cccc(c34)NC2=O)cc1,64.6683
TRAIN_15052,CC(=O)c1cc2c(cc1N/C=C\c1nnnn1-c1ccc(Cl)cc1)OCO2,52.5748
TRAIN_15053,COC(=O)c1c(-c2ccc3ccccc3c2)csc1NC(=O)Cc1ccc(OC)c(OC)c1,89.2018
TRAIN_15054,CCOc1c2ccc(C(=O)NCc3ccccc3OC)cc2nn1CC,18.393
TRAIN_15055,CCOc1c2ccc(C(=O)NCCCCc3ccccc3)cc2nn1C,1.2469
TRAIN_15056,Cc1nn(CCc2n[nH]c(=S)n2-c2ccc(F)c(Cl)c2)c(C)c1[N+](=O)[O-],84.4483
TRAIN_15057,Cc1nn(C)cc1C(=O)NNC(=S)Nc1ccc(F)cc1,2.6407
TRAIN_15058,COc1ccc(CNC(=O)C2CC(c3cccc([N+](=O)[O-])c3)=NO2)cc1,70.0679
TRAIN_15059,CCCCn1nc2cc(C(=O)NC[C@@H]3CCCO3)ccc2c1OCC,6.4341
TRAIN_15060,COc1cccc(SCc2noc(C(=O)NCC3CCCO3)c2C(=O)O)c1,39.1688
TRAIN_15061,CCCc1c(O)c2ccccc2n(-c2ccccc2)c1=O,5.4333
TRAIN_15062,CCCCn1nc2cc(C(=O)NCc3ccc(C(F)(F)F)cc3C(F)(F)F)ccc2c1OCC,41.2068
TRAIN_15063,COCCNC(=O)c1onc(CSc2cccc(Cl)c2)c1C(=O)O,2.9434
TRAIN_15064,COc1ccc(C(=O)N2CC3(CC(c4ccc(Cl)cc4)=NO3)C[C@H]2C(=O)NCC(N)=O)cc1,11.2224
TRAIN_15065,Cc1cc(C)n(Cc2ccc(NC(=O)c3ccc(COc4ccccc4Br)cc3)cc2)n1,18.142
TRAIN_15066,COc1ccc(/C=N/NC(N)=S)cc1OC(=O)c1cccc2ccccc12,89.6723
TRAIN_15067,CCOC(=O)c1cc(-c2ccccc2)sc1NC(=S)Nc1cc(C)ccn1,66.4086
TRAIN_15068,Cn1c(=O)c(C(=O)c2nn[nH]n2)c(O)c2ccc(Cl)cc21,3.8987
TRAIN_15069,Cc1n[nH]c(C)c1N=Nc1cc(Cl)ccc1Cl,11.9463
TRAIN_15070,O=C(NCc1ccccc1)c1onc(CSc2ccc(F)cc2)c1C(=O)NCCCN1CCOCC1,87.8388
TRAIN_15071,O=C(NCC1CCCO1)c1onc(CSc2ccccc2F)c1C(=O)O,8.9579
TRAIN_15072,O=C(NCc1ccccc1C(F)(F)F)C1CC(c2ccccc2[N+](=O)[O-])=NO1,21.2593
TRAIN_15073,O=C(N/N=C/c1ccncc1)c1cc2c(ccc3ccccc32)o1,91.1759
TRAIN_15074,O=C(CC(c1ccccc1)c1ccccc1)NCC1CCCO1,9.3828
TRAIN_15075,COc1ccc(C(=O)NC(=S)NNC(=O)CCc2ccccc2)cc1,34.8352
TRAIN_15076,CCOc1ccccc1Nc1nc(-c2sc(NC(=O)c3cccc(Cl)c3)nc2C)cs1,36.263
TRAIN_15077,CCOc1ccccc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,57.7306
TRAIN_15078,COc1ccccc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,18.5489
TRAIN_15079,O=C(NCCCCc1ccccc1)C1CC(c2ccccc2[N+](=O)[O-])=NO1,24.2499
TRAIN_15080,Cc1ccc(CNC(=O)C2CC(c3ccccc3[N+](=O)[O-])=NO2)o1,5.3722
TRAIN_15081,COCCNC(=O)c1onc(CSc2ccccc2F)c1C(=O)O,4.7081
TRAIN_15082,COc1ccc(/C=C2\NC(=S)N(CC3CCCO3)C2=O)c(OC)c1,87.0041
TRAIN_15083,C/C(=N\NC(=O)c1ccc(Cl)cc1)c1ccc(Br)s1,15.7825
TRAIN_15084,O=[N+]([O-])c1ccc(Nc2nc(N/N=C\c3ccc4c(c3)OCO4)nc(N3CCCCC3)n2)cc1,76.3879
TRAIN_15085,CCCCn1nc2cc(C(=O)NC3CCCc4ccccc43)ccc2c1OCC,6.5377
TRAIN_15086,NC(=O)CNC(=O)[C@@H]1CC2(CC(c3ccccc3)=NO2)CN1C(=O)c1ccc(Br)cc1,5.0927
TRAIN_15087,O=C1Nc2ccc(F)cc2C12Nc1ccccc1-c1nnc(SCc3ccccc3F)nc1O2,31.4537
TRAIN_15088,Cc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)c1sc2ccccc2c1Cl,65.4969
TRAIN_15089,COCCNC(=O)c1onc(CSc2ccc(Cl)cc2)c1C(=O)O,18.4452
TRAIN_15090,Cc1ccc(SCc2noc(C(=O)NCC3CCCO3)c2C(=O)O)cc1C,15.1589
TRAIN_15091,C=CCNC(=O)c1onc(CSc2ccc(F)cc2)c1C(=O)O,4.8565
TRAIN_15092,C=CCCC(=O)Nc1nc(C)c(-c2csc(Nc3ccc(Cl)cc3)n2)s1,51.5476
TRAIN_15093,C=CCNC(=O)c1onc(CSc2cc(C)cc(C)c2)c1C(=O)O,27.6545
TRAIN_15094,Cc1c(Cl)c([N+](=O)[O-])nn1Cc1ccc(C(=O)N/N=C\c2cccc(Br)c2)o1,64.8273
TRAIN_15095,CC(C)n1cc(/C=C2/SC(=O)N(CC(=O)Nc3ccc4c(c3)OCO4)C2=O)c2ccccc21,95.409
TRAIN_15096,Cn1cc(/C=C2/SC(=O)N(CC(=O)Nc3ccc4c(c3)OCO4)C2=O)c2ccccc21,92.0753
TRAIN_15097,Cc1ccc(C(=O)NNC(=S)NC(=O)c2ccc(Cl)cc2)cc1,25.1801
TRAIN_15098,Cc1ccc(NC(=O)CN2C(=O)S/C(=C\c3cccn3C)C2=O)cc1,35.8106
TRAIN_15099,CC(=O)Nc1ccc(N=Cc2c(C)c(C#N)c(=O)n(CCc3ccccc3)c2O)cc1,45.4697
TRAIN_15100,Cc1ccc(-c2ccc(/C=N/NC(=S)Nc3ccccc3)o2)cc1[N+](=O)[O-],65.5641
TRAIN_15101,CCCn1nc2cc(C(=O)NCCc3ccc(C)cc3)ccc2c1OCC,67.521
TRAIN_15102,CCOc1c2ccc(C(=O)NCc3ccc(OC)cc3)cc2nn1CCOC,17.9473
TRAIN_15103,CCCn1nc2cc(C(=O)NCCCCc3ccccc3)ccc2c1OCC,26.4243
TRAIN_15104,O=C(CSc1nnc(CNc2ccc(F)cc2)o1)N1c2ccccc2Sc2ccccc21,62.7388
TRAIN_15105,Cc1cc(C)c2cc(C#N)c(NCCOC(=O)c3ccccc3C)nc2c1,56.5039
TRAIN_15106,COc1cc2c(cc1OC)CN(C(=S)Nc1ccccc1)CC2,39.0852
TRAIN_15107,COc1ccc2oc(=O)c(C(=O)Oc3ccc(NC(C)=O)cc3)cc2c1,0.218
TRAIN_15108,C/C(CC(=O)NCc1ccco1)=N\NC(=O)Cc1ccc(Cl)cc1,15.1434
TRAIN_15109,CCCCCCCCOC1OC(CO)C(O)C(O)C1NC(C)=O,2.1473
