"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL3342554";"";"None";"482.56";"0";"2.49";"9";"CNC(=O)O[C@H]1CCc2ccc(N3CCN(C4COC4)CC3)cc2[C@@H]1NC(=O)c1ccc(F)cc1";"Inhibition";"'<'";"15.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3387376";"Inhibition of CYP3A4 (unknown origin) using midazolam substrate at 10 uM";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351795";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"None";"";"";"";"15.0"
"CHEMBL3344502";"";"None";"1301.77";"None";"None";"34";"C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H]([C@H](C)CCN2CCOCC2)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C";"Inhibition";"";"";"%";"";"";"tde";"UO_0000187";"";"";"";"";"0";"CHEMBL3388998";"Time dependent inhibition of CYP3A4 (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351593";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";""
"CHEMBL3355737";"";"None";"481.62";"0";"4.75";"4i";"O=S(=O)(c1ccccc1)c1cc(Nc2cc(C3CCCC3)[nH]n2)nc(N[C@H]2CC[C@H](O)CC2)c1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3390073";"Inhibition of CYP3A4 (unknown origin) at <8 uM";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352735";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";""
"CHEMBL4587352";"";"None";"445.43";"0";"4.72";"6D";"COC(=O)c1ccc(-c2cnc3ncn(C(C)c4cc5cccnc5cc4F)c3n2)cc1F";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4479434";"Time-dependent inhibition of CYP3A4 in human liver microsomes at 10 uM using troleandomycin as substrate preincubated with compound followed by NADPH addition by LC-MS/MS analysis";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4477239";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"";"";"";""
"CHEMBL4554813";"";"None";"463.42";"0";"4.85";"6G";"COC(=O)c1ccc(-c2cnc3ncn(C(C)c4c(F)cc5ncccc5c4F)c3n2)cc1F";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4479434";"Time-dependent inhibition of CYP3A4 in human liver microsomes at 10 uM using troleandomycin as substrate preincubated with compound followed by NADPH addition by LC-MS/MS analysis";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4477239";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"";"";"";""
"CHEMBL3322630";"";"None";"562.58";"1";"1.71";"23g";"CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(-c3ccc[n+]([O-])c3)nc(-c3ccccc3)n2)CC1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3369068";"Inhibition of CYP3A4 in human liver microsomes assessed as reduction in midazolam 1'-hydroxylation";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351863";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";""
"CHEMBL4759824";"";"None";"480.05";"1";"5.60";"6h";"CN1CCC[C@@H]1COc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1.Cl";"Inhibition";"'='";"20.6";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4681581";"Inhibition of CYP3A4 in human liver microsomes assessed as reduction in midazolam 1-hydroxylase activity at 10 uM preincubated for 5 mins followed by addition of NADPH-regenerating system and measured after 15 mins by LC-MS/MS analysis relative to control";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680094";"1";"Scientific Literature";"J Med Chem";"2016";"None";"Dose = 10.0 microM | TIME = 0.3333 hr";"";"";"20.6"
"CHEMBL1796060";"";"None";"507.46";"1";"3.63";"28";"COCCNc1cc(Cl)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1";"Inhibition";"'='";"71.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1799741";"Reversible inhibition of CYP3A4 assessed as conversion of testosterone to 6-beta-hydroxytestosterone at 10 uM relative to control";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1795332";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"71.0"
"CHEMBL1796060";"";"None";"507.46";"1";"3.63";"28";"COCCNc1cc(Cl)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1799742";"Time dependent inhibition of CYP3A4 assessed as conversion of testosterone to 6-beta-hydroxytestosterone at 10 uM relative to control";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1795332";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"0.0"
"CHEMBL1796061";"";"None";"465.64";"0";"3.47";"29";"COCCCc1cc(C)c(C)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1";"Inhibition";"'='";"74.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1799741";"Reversible inhibition of CYP3A4 assessed as conversion of testosterone to 6-beta-hydroxytestosterone at 10 uM relative to control";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1795332";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"74.0"
"CHEMBL4850546";"";"None";"540.69";"2";"5.39";"17";"O=S(=O)(c1ccccc1)n1ccc2c(OCCNCCNc3c4c(nc5ccccc35)CCCC4)cccc21";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4844519";"Inhibition of CYP3A4 (unknown origin) at <=10 uM";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4842370";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"Dose: <=10";"";"";""
"CHEMBL1467";"ALLOPURINOL";"4.0";"136.11";"0";"0.06";"Allopurinol";"Oc1ncnc2[nH]ncc12";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL2071966";"Inhibition of human CYP3A4 assessed as ratio of IC50 in absence of NADPH to IC50 for presence of NADPH using diethoxyfluorescein as substrate after 30 mins";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2069259";"1";"Scientific Literature";"Chem Res Toxicol";"2012";"None";"";"";"";""
"CHEMBL3322624";"";"None";"588.62";"1";"2.66";"14b";"CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(NC(=O)c3ccccc3)nc(-c3ccccc3)n2)CC1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3369069";"Inhibition of CYP3A4 in human liver microsomes assessed as reduction in testosterone 6beta-hydroxylation";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351863";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";""
"CHEMBL1796073";"";"None";"512.63";"1";"4.41";"41";"Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cn(Cc3ccccc3)c3cccc(F)c23)C2CC2)cc1=O";"Inhibition";"'='";"19.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1799741";"Reversible inhibition of CYP3A4 assessed as conversion of testosterone to 6-beta-hydroxytestosterone at 10 uM relative to control";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1795332";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"19.0"
"CHEMBL2069587";"";"None";"413.55";"1";"5.15";"32";"O=C(Nc1cccc(-c2ccccc2)c1)[C@H](Cc1ccccc1)NCc1cscn1";"Inhibition";"'='";"57.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2072137";"Inhibition of CYP3A4 at 3 uM";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2069182";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"57.0"
"CHEMBL2087449";"";"None";"327.43";"0";"3.07";"14";"O=C(CCCCN1CCCCC1)Nc1cc(-c2ccncc2)n[nH]1";"Inhibition";"'='";"-3.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2091627";"Inhibition of CYP3A4 using BFC as substrate at 3 uM after 30 mins by Gentest method";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2086339";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"-3.0"
"CHEMBL3322597";"";"None";"576.63";"1";"1.17";"16a";"CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(NS(=O)(=O)CC)nc(-c3ccccc3)n2)CC1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3369069";"Inhibition of CYP3A4 in human liver microsomes assessed as reduction in testosterone 6beta-hydroxylation";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351863";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";""
"CHEMBL3322634";"";"None";"566.66";"1";"2.39";"33a";"CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(CN3CCCCC3)nc(-c3ccccc3)n2)CC1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3369069";"Inhibition of CYP3A4 in human liver microsomes assessed as reduction in testosterone 6beta-hydroxylation";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351863";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";""
"CHEMBL3322635";"";"None";"542.59";"1";"1.20";"11m";"CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(NCCCO)nc(-c3ccccc3)n2)CC1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3369069";"Inhibition of CYP3A4 in human liver microsomes assessed as reduction in testosterone 6beta-hydroxylation";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351863";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";""
"CHEMBL1779546";"";"None";"420.56";"0";"3.47";"26";"Cc1c2c(n3c1CCCN1CC[C@@H](C1)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O";"Inhibition";"'='";"70.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1780621";"Inhibition of CYP3A4 at 3 uM";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1777689";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"70.0"
"CHEMBL2048911";"";"None";"570.51";"2";"5.10";"50m";"Cl.O=C(NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21)[C@@H]1CCCN1";"Inhibition";"'='";"35.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2050655";"Inhibition of CYP3A4 at 10 uM after 15 mins";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046372";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"35.0"
"CHEMBL2381192";"";"None";"413.41";"0";"3.66";"71; PF-05085727";"Cn1ncc(-c2nn(C)c3ncnc(N4CCC4)c23)c1-c1ccc(C(F)(F)F)cc1";"Inhibition";"'='";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4017073";"Inhibition of CYP3A4 (unknown origin) at 3 uM relative to control";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014349";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"30.0"
"CHEMBL3337537";"";"None";"580.64";"2";"5.15";"8";"O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3cccc(F)c3)CC2)cc1F";"Inhibition";"'='";"84.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3366949";"Inhibition of CYP3A4 in human liver microsomes at 1 uM";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352430";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"84.0"
"CHEMBL3322639";"";"None";"554.60";"1";"0.98";"11q";"CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CC[C@@H](O)C3)nc(-c3ccccc3)n2)CC1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3369069";"Inhibition of CYP3A4 in human liver microsomes assessed as reduction in testosterone 6beta-hydroxylation";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351863";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";""
"CHEMBL3322642";"";"None";"568.63";"1";"1.63";"11t";"CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CC[C@H](OC)C3)nc(-c3ccccc3)n2)CC1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3369069";"Inhibition of CYP3A4 in human liver microsomes assessed as reduction in testosterone 6beta-hydroxylation";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351863";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";""
"CHEMBL3394724";"";"None";"439.58";"0";"3.99";"24";"CC(C)CN1CCC([S+]([O-])c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)CC1";"Inhibition";"'<'";"15.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3396928";"Time-dependent inhibition of CYP3A4 (unknown origin) using midazolam as substrate assessed as AUC shift";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3393056";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"15.0"
"CHEMBL3394719";"";"None";"455.58";"0";"3.65";"16";"CC(C)CN1CCC(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)CC1";"Inhibition";"";"";"%";"";"";"Not Determined";"UO_0000187";"";"";"";"";"0";"CHEMBL3396928";"Time-dependent inhibition of CYP3A4 (unknown origin) using midazolam as substrate assessed as AUC shift";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3393056";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL1684269";"";"None";"433.56";"1";"5.22";"11l";"COc1ccc2c(c1)C(NC(=O)Nc1cccc3[nH]ncc13)CCN2CC1CCCCC1";"Inhibition";"'='";"93.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1687127";"Inhibition of CYP3A4 at 10 uM";"A";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681695";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"93.0"
"CHEMBL2381076";"";"None";"466.51";"1";"5.58";"17";"Cc1ccc(-c2ccccc2)c(C(=O)N2CC3(CC3)C[C@H]2CNc2ccc(C(F)(F)F)cn2)n1";"Inhibition";"'<'";"20.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2384502";"Inhibition of human recombinant CYP3A4 using BFC as substrate at 3 uM by fluorimetric assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2380240";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"20.0"
"CHEMBL3322619";"";"None";"552.63";"1";"2.40";"11i";"CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCCCC3)nc(-c3ccccc3)n2)CC1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3369069";"Inhibition of CYP3A4 in human liver microsomes assessed as reduction in testosterone 6beta-hydroxylation";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351863";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";""
"CHEMBL3322625";"";"None";"509.56";"1";"2.28";"23b";"CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C3CC3)nc(-c3ccccc3)n2)CC1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3369069";"Inhibition of CYP3A4 in human liver microsomes assessed as reduction in testosterone 6beta-hydroxylation";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351863";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";""
"CHEMBL3526892";"";"None";"370.45";"0";"2.64";"M15";"COC(=O)N[C@H](C(=O)NNCc1ccc(-c2ccccn2)cc1)C(C)(C)C";"Inhibition";"'='";"90.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3535928";"Drug metabolism assessed as human CYP3A4-mediated metabolism at 50 uM atazanavir by measuring 10 uM ketoconazole-mediated inhibition of compound formation by LC-MS/MS analysis";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"TESTED_COMPOUND_NAME: Azazanavir";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525995";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"None";"";"";"";"90.0"
"CHEMBL3417509";"";"None";"430.52";"0";"3.00";"39";"CN(C)CCn1cc(-c2nc(C3(c4ccc(-c5cnc(N)nc5)cc4)CCC3)no2)cn1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3420845";"Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate at 30 uM preincubated for 10 mins followed by NADPH addition measured after 6 mins";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414472";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";""
"CHEMBL3410048";"";"None";"417.47";"0";"3.97";"18n";"COc1ccc(N(CCO)C(=O)Nc2ccc(-c3ncnc4[nH]cc(C)c34)cc2)cc1";"Inhibition";"'='";"2.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3411306";"Inhibition of CYP3A4 (unknown origin) assessed as reduction in midazolam hydroxylation to 1'-Hydroxymidazolam at 10 uM";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407489";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"2.0"
"CHEMBL3409996";"";"None";"339.44";"0";"1.91";"25";"Nc1ccc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1";"Inhibition";"'='";"70.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3414222";"Inhibition of CYP3A4 in human liver microsomes at 10 uM using midazolam substrate preincubated for 5 mins before NADPH addition and measured after 20 mins post NADPH addition";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407418";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"70.0"
"CHEMBL3410007";"";"None";"449.58";"0";"3.64";"42a";"O=C(Nc1cc(-c2csc(=O)[nH]2)cc(S(=O)(=O)NC2CCCC2)c1)c1cccs1";"Inhibition";"'='";"17.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3414222";"Inhibition of CYP3A4 in human liver microsomes at 10 uM using midazolam substrate preincubated for 5 mins before NADPH addition and measured after 20 mins post NADPH addition";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407418";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"17.0"
"CHEMBL3409992";"";"None";"338.45";"0";"2.63";"18a";"Cc1ccc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1";"Inhibition";"'='";"68.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3414223";"Inhibition of CYP3A4 in human liver microsomes at 10 uM preincubated for 5 mins before NADPH addition and measured after 20 mins post NADPH addition";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407418";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"68.0"
"CHEMBL3410003";"";"None";"407.52";"0";"2.67";"40a";"O=C(Nc1cc(-c2csc(=O)[nH]2)cc(S(=O)(=O)NC2CCCC2)c1)C1CC1";"Inhibition";"'='";"21.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3414223";"Inhibition of CYP3A4 in human liver microsomes at 10 uM preincubated for 5 mins before NADPH addition and measured after 20 mins post NADPH addition";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsomes";"";"";"";"CHEMBL340";"Cytochrome P450 3A4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407418";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"21.0"
